variant,generator,threshold,N,line,success,lo,hi
i,opendde-abag,0.8,16,oracle,0.37478260869565216,0.30680046583850934,0.4537003105590062
i,opendde-abag,0.8,32,oracle,0.40993788819875776,0.3353253105590062,0.4907243788819875
i,opendde-abag,0.8,50,oracle,0.43478260869565216,0.3600931677018634,0.5156832298136644
i,opendde-abag,0.8,1,random,0.27034161490683234,0.2054340062111801,0.33830978260869565
i,opendde-abag,0.8,2,random,0.2706832298136646,0.2061350931677018,0.338542701863354
i,opendde-abag,0.8,4,random,0.270031055900621,0.2051195652173913,0.3378594720496894
i,opendde-abag,0.8,8,random,0.26866459627329187,0.20343633540372677,0.3354751552795031
i,opendde-abag,0.8,16,random,0.2690372670807453,0.2037228260869565,0.33699767080745346
i,opendde-abag,0.8,32,random,0.27062111801242233,0.2054868012422359,0.33876086956521734
i,opendde-abag,0.8,50,random,0.2698757763975155,0.20532996894409938,0.3366995341614907
i,protenix-v2,0.23,1,ranked,0.4122049689440994,0.34678804347826103,0.481305900621118
i,protenix-v2,0.23,2,ranked,0.43658385093167695,0.36996118012422363,0.5095085403726708
i,protenix-v2,0.23,4,ranked,0.4489130434782609,0.3815155279503106,0.5220419254658382
i,protenix-v2,0.23,8,ranked,0.4522981366459628,0.3834945652173913,0.5267818322981366
i,protenix-v2,0.23,16,ranked,0.4477329192546584,0.3780108695652174,0.5231933229813663
i,protenix-v2,0.23,32,ranked,0.4460869565217391,0.37405434782608693,0.5230923913043479
i,protenix-v2,0.23,50,ranked,0.4472049689440994,0.37267080745341613,0.5279503105590062
i,protenix-v2,0.23,1,oracle,0.4122049689440994,0.34678804347826103,0.481305900621118
i,protenix-v2,0.23,2,oracle,0.46276397515527945,0.39763897515527946,0.5329107142857143
i,protenix-v2,0.23,4,oracle,0.5085714285714287,0.44295807453416153,0.5813377329192547
i,protenix-v2,0.23,8,oracle,0.5515527950310559,0.4842694099378883,0.6220947204968944
i,protenix-v2,0.23,16,oracle,0.5917391304347825,0.5229107142857143,0.6637305900621117
i,protenix-v2,0.23,32,oracle,0.6288509316770188,0.5575326086956522,0.7027577639751553
i,protenix-v2,0.23,50,oracle,0.6521739130434783,0.577639751552795,0.7329192546583851
i,protenix-v2,0.23,1,random,0.4122049689440994,0.34678804347826103,0.481305900621118
i,protenix-v2,0.23,2,random,0.4127329192546584,0.34826630434782596,0.48251630434782594
i,protenix-v2,0.23,4,random,0.4113975155279503,0.34680201863354027,0.48002096273291917
i,protenix-v2,0.23,8,random,0.4139751552795031,0.3506249999999997,0.4833260869565216
i,protenix-v2,0.23,16,random,0.4138819875776398,0.34816304347826077,0.4831482919254658
i,protenix-v2,0.23,32,random,0.4140062111801242,0.3499518633540374,0.48284083850931675
i,protenix-v2,0.23,50,random,0.411086956521739,0.34664596273291937,0.48062499999999975
i,protenix-v2,0.8,1,ranked,0.13717391304347826,0.0917686335403727,0.1862430124223601
i,protenix-v2,0.8,2,ranked,0.13695652173913045,0.09122049689440993,0.18724611801242239
i,protenix-v2,0.8,4,ranked,0.1359006211180125,0.0898664596273292,0.18546816770186342
i,protenix-v2,0.8,8,ranked,0.13555900621118017,0.08822903726708073,0.18547670807453415
i,protenix-v2,0.8,16,ranked,0.1348757763975155,0.08645729813664596,0.1854169254658385
i,protenix-v2,0.8,32,ranked,0.13301242236024843,0.08337732919254658,0.18512732919254654
i,protenix-v2,0.8,50,ranked,0.13043478260869565,0.08074534161490683,0.18633540372670807
i,protenix-v2,0.8,1,oracle,0.13717391304347826,0.0917686335403727,0.1862430124223601
i,protenix-v2,0.8,2,oracle,0.1609316770186335,0.110486801242236,0.21441304347826085
i,protenix-v2,0.8,4,oracle,0.17984472049689443,0.127194099378882,0.23710170807453412
i,protenix-v2,0.8,8,oracle,0.19857142857142857,0.1438447204968944,0.26170962732919256
i,protenix-v2,0.8,16,oracle,0.22043478260869567,0.1621715838509317,0.2869332298136646
i,protenix-v2,0.8,32,oracle,0.24161490683229814,0.17944021739130436,0.311389751552795
i,protenix-v2,0.8,50,oracle,0.2546583850931677,0.18633540372670807,0.32919254658385094
i,protenix-v2,0.8,1,random,0.13717391304347826,0.0917686335403727,0.1862430124223601
i,protenix-v2,0.8,2,random,0.13698757763975153,0.09198602484472049,0.18644953416149065
i,protenix-v2,0.8,4,random,0.13754658385093166,0.09265760869565216,0.18829813664596276
i,protenix-v2,0.8,8,random,0.13593167701863354,0.09038819875776395,0.18501475155279498
i,protenix-v2,0.8,16,random,0.13714285714285712,0.09117934782608696,0.18567934782608694
i,protenix-v2,0.8,32,random,0.13614906832298143,0.09111801242236026,0.18538509316770188
i,protenix-v2,0.8,50,random,0.1366459627329193,0.09094798136645962,0.1854984472049689
i,boltz2,0.23,1,ranked,0.2878260869565218,0.2249681677018634,0.3551979813664595
i,boltz2,0.23,2,ranked,0.2952484472049689,0.23220108695652178,0.3645170807453416
i,boltz2,0.23,4,ranked,0.29860248447204985,0.23486645962732916,0.36925776397515525
i,boltz2,0.23,8,ranked,0.2996273291925466,0.23459316770186342,0.3699479813664596
i,boltz2,0.23,16,ranked,0.29860248447204973,0.23248369565217392,0.37031521739130435
i,boltz2,0.23,32,ranked,0.29732919254658385,0.22824301242236023,0.3701948757763976
i,boltz2,0.23,50,ranked,0.2919254658385093,0.2234472049689441,0.366614906832298
i,boltz2,0.23,1,oracle,0.2878260869565218,0.2249681677018634,0.3551979813664595
i,boltz2,0.23,2,oracle,0.32329192546583846,0.2575256211180125,0.3925846273291926
i,boltz2,0.23,4,oracle,0.3632608695652174,0.2950605590062112,0.43314052795031055
i,boltz2,0.23,8,oracle,0.40310559006211183,0.33458074534161486,0.47639906832298123
i,boltz2,0.23,16,oracle,0.43900621118012406,0.3681180124223602,0.5138843167701863
i,boltz2,0.23,32,oracle,0.4722049689440993,0.3974798136645962,0.5472795031055899
i,boltz2,0.23,50,oracle,0.4968944099378882,0.422360248447205,0.5715838509316769
i,boltz2,0.23,1,random,0.2878260869565218,0.2249681677018634,0.3551979813664595
i,boltz2,0.23,2,random,0.2875465838509316,0.22496816770186334,0.35497204968944107
i,boltz2,0.23,4,random,0.28559006211180127,0.2245147515527951,0.35283307453416146
i,boltz2,0.23,8,random,0.2849378881987578,0.2220776397515528,0.35290372670807457
i,boltz2,0.23,16,random,0.2854968944099379,0.22397127329192543,0.35342701863354037
i,boltz2,0.23,32,random,0.2884472049689441,0.225248447204969,0.3559743788819874
i,boltz2,0.23,50,random,0.2856832298136647,0.2242437888198757,0.35296040372670817
i,boltz2,0.8,1,ranked,0.10888198757763974,0.06881754658385093,0.15556754658385094
i,boltz2,0.8,2,ranked,0.11388198757763973,0.07394254658385092,0.16202018633540372
i,boltz2,0.8,4,ranked,0.11661490683229812,0.07611257763975154,0.16404580745341613
i,boltz2,0.8,8,ranked,0.11642857142857144,0.07447049689440993,0.16438431677018636
i,boltz2,0.8,16,ranked,0.11350931677018633,0.07235015527950309,0.16093944099378885
i,boltz2,0.8,32,ranked,0.10683229813664596,0.06592468944099379,0.15223291925465837
i,boltz2,0.8,50,ranked,0.09937888198757763,0.055900621118012424,0.14906832298136646
i,boltz2,0.8,1,oracle,0.10888198757763974,0.06881754658385093,0.15556754658385094
i,boltz2,0.8,2,oracle,0.1230745341614907,0.08060714285714286,0.17571816770186335
i,boltz2,0.8,4,oracle,0.1325465838509317,0.0867577639751553,0.18829270186335403
i,boltz2,0.8,8,oracle,0.13869565217391303,0.09102406832298138,0.19695807453416148
i,boltz2,0.8,16,oracle,0.14263975155279504,0.09341071428571428,0.20118012422360249
i,boltz2,0.8,32,oracle,0.14745341614906834,0.0977639751552795,0.2041304347826087
i,boltz2,0.8,50,oracle,0.14906832298136646,0.09937888198757763,0.20496894409937888
i,boltz2,0.8,1,random,0.10888198757763974,0.06881754658385093,0.15556754658385094
i,boltz2,0.8,2,random,0.10745341614906831,0.06714285714285714,0.1546607142857143
i,boltz2,0.8,4,random,0.10850931677018633,0.06874999999999999,0.15540372670807456
i,boltz2,0.8,8,random,0.10763975155279502,0.06794953416149067,0.1549145962732919
i,boltz2,0.8,16,random,0.10704968944099379,0.0667080745341615,0.1535093167701863
i,boltz2,0.8,32,random,0.10822981366459627,0.06883307453416149,0.15581133540372671
i,boltz2,0.8,50,random,0.10729813664596273,0.06714052795031054,0.15441304347826082
ii,opendde-abag,0.23,1,ranked,0.6867701863354035,0.6170116459627331,0.75525
ii,opendde-abag,0.23,2,ranked,0.689223602484472,0.6198586956521739,0.7578742236024845
ii,opendde-abag,0.23,4,ranked,0.6913975155279504,0.6204285714285716,0.7599425465838511
ii,opendde-abag,0.23,8,ranked,0.6918012422360249,0.6215551242236025,0.7619277950310559
ii,opendde-abag,0.23,16,ranked,0.6914285714285715,0.6209526397515529,0.7635419254658384
ii,opendde-abag,0.23,32,ranked,0.6911180124223603,0.6210659937888199,0.7639945652173913
ii,opendde-abag,0.23,50,ranked,0.6894409937888198,0.6211180124223602,0.7639751552795031
ii,opendde-abag,0.23,1,oracle,0.6867701863354035,0.6170116459627331,0.75525
ii,opendde-abag,0.23,2,oracle,0.7008385093167702,0.6320155279503106,0.7694565217391305
ii,opendde-abag,0.23,4,oracle,0.7206521739130434,0.6523641304347826,0.7882989130434782
ii,opendde-abag,0.23,8,oracle,0.7370186335403728,0.6686024844720497,0.8031723602484472
ii,opendde-abag,0.23,16,oracle,0.7531366459627328,0.6854192546583849,0.8190124223602485
ii,opendde-abag,0.23,32,oracle,0.7676086956521738,0.6974510869565216,0.8307305900621118
ii,opendde-abag,0.23,50,oracle,0.7763975155279503,0.7018633540372671,0.8385093167701864
ii,opendde-abag,0.23,1,random,0.6867701863354035,0.6170116459627331,0.75525
ii,opendde-abag,0.23,2,random,0.6861180124223601,0.616207298136646,0.7548478260869566
ii,opendde-abag,0.23,4,random,0.6857142857142856,0.6173664596273292,0.7547864906832297
ii,opendde-abag,0.23,8,random,0.6872981366459628,0.6174526397515528,0.7551824534161491
ii,opendde-abag,0.23,16,random,0.6866770186335404,0.6176537267080744,0.7557212732919253
ii,opendde-abag,0.23,32,random,0.6861490683229814,0.6169767080745342,0.7557181677018633
ii,opendde-abag,0.23,50,random,0.6865838509316768,0.6176086956521738,0.7551249999999999
ii,opendde-abag,0.8,1,ranked,0.28875776397515535,0.22347437888198765,0.3560590062111802
ii,opendde-abag,0.8,2,ranked,0.29338509316770195,0.22877717391304347,0.3618020186335403
ii,opendde-abag,0.8,4,ranked,0.29503105590062123,0.23013819875776395,0.36367468944099385
ii,opendde-abag,0.8,8,ranked,0.2968633540372671,0.23320807453416154,0.3654984472049689
ii,opendde-abag,0.8,16,ranked,0.298167701863354,0.23157763975155277,0.3676731366459627
ii,opendde-abag,0.8,32,ranked,0.29649068322981376,0.2298276397515528,0.3675846273291926
ii,opendde-abag,0.8,50,ranked,0.2919254658385093,0.2236024844720497,0.36645962732919257
ii,opendde-abag,0.8,1,oracle,0.28875776397515535,0.22347437888198765,0.3560590062111802
ii,opendde-abag,0.8,2,oracle,0.3140683229813665,0.24483850931677015,0.38540139751552793
ii,opendde-abag,0.8,4,oracle,0.3371428571428573,0.2683361801242237,0.4109697204968945
ii,opendde-abag,0.8,8,oracle,0.35844720496894417,0.28928493788819876,0.43297826086956515
ii,opendde-abag,0.8,16,oracle,0.38686335403726707,0.31761490683229815,0.46466226708074526
ii,opendde-abag,0.8,32,oracle,0.420776397515528,0.3472787267080745,0.4999169254658385
ii,opendde-abag,0.8,50,oracle,0.4472049689440994,0.37251552795031057,0.5281055900621117
ii,opendde-abag,0.8,1,random,0.28875776397515535,0.22347437888198765,0.3560590062111802
ii,opendde-abag,0.8,2,random,0.28919254658385096,0.2240015527950311,0.35594409937888183
ii,opendde-abag,0.8,4,random,0.2887888198757763,0.2238633540372671,0.35717701863354034
ii,opendde-abag,0.8,8,random,0.28736024844720487,0.2227593167701863,0.3547880434782609
ii,opendde-abag,0.8,16,random,0.28745341614906833,0.22241692546583852,0.35422981366459627
ii,opendde-abag,0.8,32,random,0.2894409937888198,0.22356599378881978,0.3563408385093167
ii,opendde-abag,0.8,50,random,0.28863354037267075,0.22396739130434776,0.35537732919254655
ii,protenix-v2,0.23,1,ranked,0.42975155279503124,0.366482142857143,0.4955279503105589
ii,protenix-v2,0.23,2,ranked,0.4549378881987577,0.3906754658385094,0.521590062111801
ii,protenix-v2,0.23,4,ranked,0.46900621118012437,0.4002787267080745,0.539659161490683
ii,protenix-v2,0.23,8,ranked,0.4724223602484473,0.4024697204968946,0.5468672360248447
ii,protenix-v2,0.23,16,ranked,0.4672360248447205,0.39734627329192546,0.5445791925465838
ii,protenix-v2,0.23,32,ranked,0.4636024844720497,0.3922655279503105,0.5420535714285715
ii,protenix-v2,0.23,50,ranked,0.4658385093167702,0.391304347826087,0.546583850931677
ii,protenix-v2,0.23,1,oracle,0.42975155279503124,0.366482142857143,0.4955279503105589
ii,protenix-v2,0.23,2,oracle,0.4840372670807453,0.4190628881987576,0.5513361801242236
ii,protenix-v2,0.23,4,oracle,0.5323291925465838,0.46813586956521747,0.5985815217391303
ii,protenix-v2,0.23,8,oracle,0.5788509316770187,0.5109184782608698,0.6449316770186335
ii,protenix-v2,0.23,16,oracle,0.6228260869565216,0.5539968944099378,0.6944805900621117
ii,protenix-v2,0.23,32,oracle,0.6632608695652176,0.5933369565217392,0.7352919254658384
ii,protenix-v2,0.23,50,oracle,0.6894409937888198,0.6149068322981367,0.7641304347826086
ii,protenix-v2,0.23,1,random,0.42975155279503124,0.366482142857143,0.4955279503105589
ii,protenix-v2,0.23,2,random,0.4304968944099379,0.3666389751552795,0.49613043478260893
ii,protenix-v2,0.23,4,random,0.4290683229813666,0.36633540372670814,0.4948555900621117
ii,protenix-v2,0.23,8,random,0.43065217391304345,0.36797204968944086,0.4961840062111804
ii,protenix-v2,0.23,16,random,0.4320496894409938,0.3690822981366459,0.49754813664596265
ii,protenix-v2,0.23,32,random,0.4317701863354038,0.36854503105590064,0.4971529503105588
ii,protenix-v2,0.23,50,random,0.42875776397515514,0.36533928571428564,0.49590760869565226
ii,protenix-v2,0.8,1,ranked,0.1543478260869565,0.10608307453416144,0.20811801242236017
ii,protenix-v2,0.8,2,ranked,0.15506211180124224,0.10616226708074533,0.2084052795031056
ii,protenix-v2,0.8,4,ranked,0.15425465838509322,0.10566304347826087,0.20804891304347828
ii,protenix-v2,0.8,8,ranked,0.15546583850931678,0.1065077639751553,0.2079968944099379
ii,protenix-v2,0.8,16,ranked,0.15413043478260874,0.10389673913043476,0.20708695652173917
ii,protenix-v2,0.8,32,ranked,0.14934782608695651,0.09918167701863354,0.20236568322981366
ii,protenix-v2,0.8,50,ranked,0.14285714285714285,0.09316770186335403,0.19875776397515527
ii,protenix-v2,0.8,1,oracle,0.1543478260869565,0.10608307453416144,0.20811801242236017
ii,protenix-v2,0.8,2,oracle,0.17664596273291924,0.12226242236024844,0.23463664596273293
ii,protenix-v2,0.8,4,oracle,0.19279503105590065,0.13632453416149068,0.25551009316770185
ii,protenix-v2,0.8,8,oracle,0.21027950310559004,0.15380590062111804,0.27397204968944094
ii,protenix-v2,0.8,16,oracle,0.23189440993788815,0.1711164596273292,0.29836024844720493
ii,protenix-v2,0.8,32,oracle,0.25537267080745346,0.1935100931677019,0.32419409937888205
ii,protenix-v2,0.8,50,oracle,0.2732919254658385,0.20496894409937888,0.34177018633540357
ii,protenix-v2,0.8,1,random,0.1543478260869565,0.10608307453416144,0.20811801242236017
ii,protenix-v2,0.8,2,random,0.1542546583850932,0.10614518633540372,0.2073703416149068
ii,protenix-v2,0.8,4,random,0.15478260869565214,0.10707763975155281,0.20849223602484468
ii,protenix-v2,0.8,8,random,0.15279503105590062,0.10514440993788818,0.20562189440993786
ii,protenix-v2,0.8,16,random,0.1549378881987577,0.10644177018633541,0.20743012422360246
ii,protenix-v2,0.8,32,random,0.15350931677018637,0.10603649068322982,0.20704968944099383
ii,protenix-v2,0.8,50,random,0.1534472049689441,0.10477717391304346,0.20610015527950312
ii,boltz2,0.23,1,ranked,0.29639751552795035,0.23233773291925466,0.36576940993788826
ii,boltz2,0.23,2,ranked,0.3030745341614907,0.2385574534161491,0.37428571428571433
ii,boltz2,0.23,4,ranked,0.30627329192546593,0.24107531055900627,0.3748594720496894
ii,boltz2,0.23,8,ranked,0.3067080745341615,0.23999301242236024,0.3758788819875777
ii,boltz2,0.23,16,ranked,0.30527950310559004,0.2391125776397515,0.37747049689441
ii,boltz2,0.23,32,ranked,0.3035714285714286,0.23378804347826082,0.3763447204968944
ii,boltz2,0.23,50,ranked,0.2981366459627329,0.2236024844720497,0.37267080745341613
ii,boltz2,0.23,1,oracle,0.29639751552795035,0.23233773291925466,0.36576940993788826
ii,boltz2,0.23,2,oracle,0.3319254658385093,0.26554037267080743,0.40059083850931676
ii,boltz2,0.23,4,oracle,0.3740062111801242,0.30570807453416154,0.4420178571428572
ii,boltz2,0.23,8,oracle,0.41940993788819886,0.34982996894409935,0.4929534161490683
ii,boltz2,0.23,16,oracle,0.4618322981366459,0.39240062111801227,0.5362841614906833
ii,boltz2,0.23,32,oracle,0.5005590062111802,0.428569099378882,0.5765885093167703
ii,boltz2,0.23,50,oracle,0.5279503105590062,0.453416149068323,0.6026397515527949
ii,boltz2,0.23,1,random,0.29639751552795035,0.23233773291925466,0.36576940993788826
ii,boltz2,0.23,2,random,0.29546583850931674,0.23128571428571434,0.36341925465838515
ii,boltz2,0.23,4,random,0.29335403726708076,0.2297895962732919,0.36218633540372663
ii,boltz2,0.23,8,random,0.29319875776397525,0.22883773291925463,0.3607173913043478
ii,boltz2,0.23,16,random,0.29372670807453416,0.22897204968944096,0.3624976708074534
ii,boltz2,0.23,32,random,0.2957453416149068,0.2314417701863355,0.3646141304347826
ii,boltz2,0.23,50,random,0.29347826086956524,0.2294976708074534,0.3613548136645964
ii,boltz2,0.8,1,ranked,0.11546583850931677,0.0749060559006211,0.16254813664596274
ii,boltz2,0.8,2,ranked,0.12093167701863353,0.07900388198757764,0.16917236024844717
ii,boltz2,0.8,4,ranked,0.12431677018633541,0.08117391304347825,0.17396118012422357
ii,boltz2,0.8,8,ranked,0.12593167701863353,0.08176242236024844,0.17910093167701863
ii,boltz2,0.8,16,ranked,0.12599378881987575,0.08195341614906833,0.1792251552795031
ii,boltz2,0.8,32,ranked,0.12574534161490683,0.078944099378882,0.17761024844720494
ii,boltz2,0.8,50,ranked,0.12422360248447205,0.07453416149068323,0.17391304347826086
ii,boltz2,0.8,1,oracle,0.11546583850931677,0.0749060559006211,0.16254813664596274
ii,boltz2,0.8,2,oracle,0.13043478260869565,0.08527096273291926,0.18330978260869563
ii,boltz2,0.8,4,oracle,0.1411801242236025,0.09306832298136647,0.19655745341614908
ii,boltz2,0.8,8,oracle,0.14934782608695654,0.09968788819875776,0.2057212732919255
ii,boltz2,0.8,16,oracle,0.1546583850931677,0.10496894409937887,0.21376552795031056
ii,boltz2,0.8,32,oracle,0.1598447204968944,0.11012344720496894,0.22035869565217386
ii,boltz2,0.8,50,oracle,0.16149068322981366,0.11180124223602485,0.2236024844720497
ii,boltz2,0.8,1,random,0.11546583850931677,0.0749060559006211,0.16254813664596274
ii,boltz2,0.8,2,random,0.11437888198757763,0.07393245341614905,0.1615613354037267
ii,boltz2,0.8,4,random,0.11515527950310556,0.07459316770186335,0.16326164596273293
ii,boltz2,0.8,8,random,0.11413043478260869,0.07440372670807453,0.16161645962732918
ii,boltz2,0.8,16,random,0.1129503105590062,0.07284549689440994,0.15950698757763973
ii,boltz2,0.8,32,random,0.11521739130434783,0.07501009316770188,0.16304580745341615
ii,boltz2,0.8,50,random,0.11431677018633542,0.0741886645962733,0.16169021739130432
iii,opendde-abag,0.23,1,ranked,0.6401863354037267,0.5670357142857144,0.7101172360248447
iii,opendde-abag,0.23,2,ranked,0.6431055900621118,0.5705737577639752,0.7138843167701864
iii,opendde-abag,0.23,4,ranked,0.6437577639751554,0.5709223602484473,0.7154177018633541
iii,opendde-abag,0.23,8,ranked,0.645248447204969,0.5712725155279503,0.7175939440993788
iii,opendde-abag,0.23,16,ranked,0.6452484472049689,0.5710209627329194,0.7192895962732918
iii,opendde-abag,0.23,32,ranked,0.6465838509316771,0.5721583850931676,0.7218090062111802
iii,opendde-abag,0.23,50,ranked,0.6459627329192547,0.5714285714285714,0.7204968944099379
iii,opendde-abag,0.23,1,oracle,0.6401863354037267,0.5670357142857144,0.7101172360248447
iii,opendde-abag,0.23,2,oracle,0.6565838509316769,0.585253105590062,0.7249565217391303
iii,opendde-abag,0.23,4,oracle,0.6724223602484473,0.5997399068322982,0.7405776397515529
iii,opendde-abag,0.23,8,oracle,0.6856521739130435,0.6127220496894411,0.7528555900621118
iii,opendde-abag,0.23,16,oracle,0.7003105590062112,0.6250916149068322,0.768945652173913
iii,opendde-abag,0.23,32,oracle,0.7136024844720497,0.6398354037267081,0.7807787267080745
iii,opendde-abag,0.23,50,oracle,0.7204968944099379,0.6459627329192547,0.7888198757763976
iii,opendde-abag,0.23,1,random,0.6401863354037267,0.5670357142857144,0.7101172360248447
iii,opendde-abag,0.23,2,random,0.6395962732919254,0.5662686335403726,0.7103928571428568
iii,opendde-abag,0.23,4,random,0.638975155279503,0.5665302795031055,0.7084021739130434
iii,opendde-abag,0.23,8,random,0.6401242236024844,0.5661172360248448,0.7112546583850932
iii,opendde-abag,0.23,16,random,0.6400310559006208,0.5669479813664594,0.7105574534161488
iii,opendde-abag,0.23,32,random,0.6395031055900622,0.5671832298136644,0.7104704968944099
iii,opendde-abag,0.23,50,random,0.6401242236024844,0.566114130434783,0.7112150621118012
iii,opendde-abag,0.8,1,ranked,0.17437888198757764,0.11687189440993787,0.23257220496894412
iii,opendde-abag,0.8,2,ranked,0.1762422360248447,0.11816304347826088,0.23683928571428564
iii,opendde-abag,0.8,4,ranked,0.17652173913043478,0.11844254658385094,0.2365170807453416
iii,opendde-abag,0.8,8,ranked,0.17534161490683228,0.11784549689440993,0.23485559006211176
iii,opendde-abag,0.8,16,ranked,0.1745341614906832,0.11670496894409937,0.23354347826086957
iii,opendde-abag,0.8,32,ranked,0.1743167701863354,0.11773990683229814,0.2340442546583851
iii,opendde-abag,0.8,50,ranked,0.17391304347826086,0.11801242236024845,0.2360248447204969
iii,opendde-abag,0.8,1,oracle,0.17437888198757764,0.11687189440993787,0.23257220496894412
iii,opendde-abag,0.8,2,oracle,0.1822360248447205,0.12180590062111803,0.24407142857142855
iii,opendde-abag,0.8,4,oracle,0.18555900621118013,0.12508850931677015,0.24687422360248448
iii,opendde-abag,0.8,8,oracle,0.18919254658385093,0.12915605590062113,0.2507523291925466
iii,opendde-abag,0.8,16,oracle,0.1953726708074534,0.13542857142857145,0.2585007763975155
iii,opendde-abag,0.8,32,oracle,0.2033540372670807,0.14173524844720498,0.2675776397515528
iii,opendde-abag,0.8,50,oracle,0.2111801242236025,0.14906832298136646,0.2795031055900621
iii,opendde-abag,0.8,1,random,0.17437888198757764,0.11687189440993787,0.23257220496894412
iii,opendde-abag,0.8,2,random,0.17512422360248447,0.11696195652173912,0.2353392857142857
iii,opendde-abag,0.8,4,random,0.17518633540372666,0.11711102484472047,0.23500388198757763
iii,opendde-abag,0.8,8,random,0.17493788819875775,0.11732531055900619,0.2341777950310559
iii,opendde-abag,0.8,16,random,0.174472049689441,0.11704270186335405,0.23331832298136645
iii,opendde-abag,0.8,32,random,0.17568322981366458,0.11757686335403726,0.23515062111801233
iii,opendde-abag,0.8,50,random,0.17496894409937888,0.11739906832298136,0.2338881987577639
iii,protenix-v2,0.23,1,ranked,0.38322981366459635,0.32138819875776403,0.44772903726708074
iii,protenix-v2,0.23,2,ranked,0.4031055900621118,0.34024456521739127,0.4664285714285714
iii,protenix-v2,0.23,4,ranked,0.41704968944099374,0.3508540372670808,0.4840093167701863
iii,protenix-v2,0.23,8,ranked,0.42590062111801236,0.3575248447204969,0.49450310559006205
iii,protenix-v2,0.23,16,ranked,0.42602484472049684,0.3582538819875777,0.49646195652173924
iii,protenix-v2,0.23,32,ranked,0.4294099378881988,0.3600613354037267,0.5010434782608696
iii,protenix-v2,0.23,50,ranked,0.43478260869565216,0.36024844720496896,0.5093167701863354
iii,protenix-v2,0.23,1,oracle,0.38322981366459635,0.32138819875776403,0.44772903726708074
iii,protenix-v2,0.23,2,oracle,0.4316459627329193,0.36691149068322987,0.49705124223602487
iii,protenix-v2,0.23,4,oracle,0.4781677018633541,0.41199689440993786,0.5464285714285714
iii,protenix-v2,0.23,8,oracle,0.5195962732919257,0.4544091614906834,0.5893695652173914
iii,protenix-v2,0.23,16,oracle,0.5583229813664597,0.4908361801242236,0.6312779503105591
iii,protenix-v2,0.23,32,oracle,0.5948447204968945,0.5267018633540373,0.6673804347826084
iii,protenix-v2,0.23,50,oracle,0.6211180124223602,0.5527950310559007,0.6956521739130435
